"","address","TAX.CLASS","TOTAL","CITY","Zip.Code","STATE","Violation_Count"
"17386","10203 BRUNETT AVE","R038",6344.73,"SILVER SPRING","20901","MD",1
"17387","18627 NUTMEG PL","R042",2722.84,"GERMANTOWN","20874","MD",1
"17388","19031 COLTFIELD CT","R042",3939.27,"GAITHERSBURG","20886","MD",12
"17389","8910 FLOWER AVE","R038",8320.61,"SILVER SPRING","20901","MD",3
"17390","13729 TOWN LINE RD","R038",7024.35,"SILVER SPRING","20906","MD",3
"17391","6409 STONEHAM RD","R038",7072.73,"BETHESDA","20817","MD",4
"17392","18005 SUNSET RIVER CT","R042",4703.29,"OLNEY","20832","MD",9
"17393","9115 HARRINGTON DR","R042",14352.82,"POTOMAC","20854","MD",105
"17394","8813 BRADFORD RD","R038",6888.53,"SILVER SPRING","20901","MD",1
"17395","809 RICHMOND AVE","R038",7222.21,"SILVER SPRING","20910","MD",1
"17396","5849 MARBURY RD","R038",26587.68,"BETHESDA","20817","MD",2
"17397","15305 AYLESBURY ST","R042",5255.62,"SILVER SPRING","20905","MD",3
"17398","2202 DARROW ST","R038",5375.03,"SILVER SPRING","20902","MD",3
"17399","9401 MONROE ST","R038",6650.56,"SILVER SPRING","20910","MD",1
"17400","3405 TANTERRA CIR","R042",6023.45,"BROOKEVILLE","20833","MD",2
"17401","4841 LANGDRUM LN","R038",22841.35,"CHEVY CHASE","20815","MD",2
"17402","4313 JUDITH ST","R038",5861.6,"ROCKVILLE","20853","MD",6
"17403","7018 OLD CABIN LN","R053",10576.81,"ROCKVILLE","20852","MD",2
"17404","2403 SHERATON ST","R038",4568.81,"SILVER SPRING","20906","MD",24
"17405","1916 WALLACE AVE","R038",7287.07,"SILVER SPRING","20902","MD",2
"17406","11903 JUDSON RD","R038",6254.17,"SILVER SPRING","20902","MD",3
"17407","4212 STANFORD ST","R021",40104.04,"CHEVY CHASE","20815","MD",2
"17408","11608 REGENCY DR","R053",8414.09,"POTOMAC","20854","MD",2
"17409","14711 BAUER DR","R042",24466.69,"ROCKVILLE","20853","MD",2
"17410","2334 LADYMEADE DR","R042",5429.87,"SILVER SPRING","20906","MD",51
"17411","14939 CARRIAGE SQUARE DR","R042",4212.49,"SILVER SPRING","20906","MD",6
"17412","15131 CALLOHAN CT","R042",4567.83,"SILVER SPRING","20906","MD",1
"17413","3002 KINGSWELL DR","R038",4777.57,"SILVER SPRING","20902","MD",1
"17414","4936 FAIRMONT AVE","R076",30669.21,"BETHESDA","20814","MD",4
"17415","3805 WATER DROP CT","R042",3936.2,"BURTONSVILLE","20866","MD",1
"17416","12604 GRAND ELM ST","R042",7942.88,"CLARKSBURG","20871","MD",1
"17417","17606 LARCHMONT TER","R042",3625.38,"GAITHERSBURG","20877","MD",16
"17418","9503 STEWARTOWN RD","R042",4849.51,"GAITHERSBURG","20879","MD",1
"17419","4020 WEXFORD DR","R038",6034.34,"KENSINGTON","20895","MD",1
"17420","4011 BYRD RD","R038",7446.04,"KENSINGTON","20895","MD",1
"17421","14122 BAUER DR","R038",6430.68,"ROCKVILLE","20853","MD",1
"17422","17910 CASHELL RD","R042",5516.43,"ROCKVILLE","20853","MD",3
"17423","4520 S CHELSEA LN","R038",10186.26,"BETHESDA","20814","MD",1
"17424","11800 ELDERBERRY DR","R042",3319.51,"GERMANTOWN","20876","MD",1
"17425","14007 CASTAWAY DR","R038",6770.28,"ROCKVILLE","20853","MD",15
"17426","4107 HEATHFIELD RD","R038",5644.42,"ROCKVILLE","20853","MD",2
"17427","14426 PARKVALE RD","R038",2379.31,"ROCKVILLE","20853","MD",5
"17428","6016 JOHNSON AVE","R038",19661.73,"BETHESDA","20817","MD",2
"17429","14740 VALIANT TER","R042",3671.15,"BURTONSVILLE","20866","MD",14
"17430","7104 45TH ST","R021",16082.44,"CHEVY CHASE","20815","MD",1
"17431","3107 BLUEFORD RD","R038",4782.81,"KENSINGTON","20895","MD",1
"17432","13502 PARKLAND DR","R038",5751.84,"ROCKVILLE","20853","MD",52
"17433","12812 SPRING DR","R053",12674.25,"ROCKVILLE","20850","MD",6
"17434","14620 NOTLEY RD","R042",6861.89,"SILVER SPRING","20905","MD",4
"17435","8104 LOCKNEY AVE","R074",8039.16,"TAKOMA PARK","20912","MD",9
"17436","5110 HAMPDEN LN","R038",17679.04,"BETHESDA","20814","MD",1
"17437","4920 FAIRMONT AVE","R076",41365.35,"BETHESDA","20814","MD",1
"17438","10212 LLOYD RD","R053",9591.57,"POTOMAC","20854","MD",2
"17439","7538 CODDLE HARBOR LN","R053",7749.34,"ROCKVILLE","20854","MD",6
"17440","17505 IRA CT","R042",5374.18,"ROCKVILLE","20855","MD",8
"17441","14304 PARKMANOR TER","R038",6566.88,"ROCKVILLE","20853","MD",2
"17442","4504 BEL PRE RD","R038",6713.11,"ROCKVILLE","20853","MD",1
"17443","2223 LUZERNE AVE","R038",6261.12,"SILVER SPRING","20910","MD",26
"17444","121 FRANKLIN AVE","R038",5354.95,"SILVER SPRING","20901","MD",1
"17445","8121 OLD GEORGETOWN RD","R038",11436.92,"BETHESDA","20814","MD",4
"17446","4416 MEANDERWOOD DR","R042",6356.16,"BURTONSVILLE","20866","MD",14
"17447","25516 JARL DR","R042",5539.31,"GAITHERSBURG","20882","MD",3
"17448","20402 WATERS POINT LN","R042",4375.96,"GERMANTOWN","20874","MD",9
"17449","9936 BROOKRIDGE CT","R042",3342.18,"MONTGOMERY VILLA","20886","MD",37
"17450","9909 FOREST VIEW PL","R042",3007.19,"GAITHERSBURG","20886","MD",92
"17451","8508 LEONARD DR","R038",6542.01,"SILVER SPRING","20910","MD",1
"17452","9704 CABLE DR","R038",9019.73,"KENSINGTON","20895","MD",1
"17453","9206 VILLA DR","R038",18840.92,"BETHESDA","20817","MD",5
"17454","7532 BUENA VISTA TER","R053",6936.34,"ROCKVILLE","20855","MD",3
"17455","8185 INVERNESS RIDGE RD","R042",7417.42,"POTOMAC","20854","MD",2
"17456","1605 NOYES DR","R038",6769.81,"SILVER SPRING","20910","MD",2
"17457","505 SLIGO AVE","R038",6936.06,"SILVER SPRING","20910","MD",15
"17458","12813 CLARKS CROSSING DR","R042",5455.79,"CLARKSBURG","20871","MD",2
"17459","13311 WEDGEPORT LN","R042",3642.66,"GERMANTOWN","20874","MD",1
"17460","12004 ASHLEY DR","R038",5338.18,"ROCKVILLE","20852","MD",1
"17461","2408 FALLING CREEK RD","R042",470.92,"SILVER SPRING","20904","MD",13
"17462","2711 BLUERIDGE AVE","R038",4353.15,"SILVER SPRING","20902","MD",2
"17463","1220 TANLEY RD","R042",5811.22,"SILVER SPRING","20904","MD",3
"17464","2826 HARDY AVE","R038",4601.46,"SILVER SPRING","20902","MD",8
"17465","9707 DALLAS AVE","R038",5783.39,"SILVER SPRING","20901","MD",1
"17466","2708 CALGARY AVE","R038",5988.62,"KENSINGTON","20895","MD",7
"17467","17452 HOSKINSON RD","R057",2865.29,"POOLESVILLE","20837","MD",7
"17468","14194 TRAVILAH RD","R053",6662.9,"ROCKVILLE","20850","MD",56
"17469","14148 TRAVILAH RD","R053",6223.16,"ROCKVILLE","20850","MD",5
"17470","13104 BROADMORE RD","R042",6562.94,"SILVER SPRING","20904","MD",6
"17471","8505 HASKINS PL","R038",4607.18,"TAKOMA PARK","20912","MD",1
"17472","17941 ASHTON CLUB WAY","R042",4358.7,"ASHTON","20861","MD",1
"17473","4904 ASBURY LN","R038",8807.54,"BETHESDA","20814","MD",2
"17474","9202 LUNDIGAN CT","R038",8714.67,"BETHESDA","20817","MD",1
"17475","26014 MT VERNON AVE","R042",4903.71,"DAMASCUS","20872","MD",4
"17476","7801 MISTY CT","R042",5784.02,"GAITHERSBURG","20877","MD",1
"17477","18572 MOUNTAIN LAUREL TER","R042",4393.75,"GAITHERSBURG","20879","MD",1
"17478","14004 GREAT NOTCH TER","R053",5153.02,"GAITHERSBURG","20878","MD",6
"17479","18123 STAGS LEAP TER","R042",5225.55,"GERMANTOWN","20874","MD",19
"17480","19943 STONEY POINT WAY","R042",3151.47,"GERMANTOWN","20876","MD",1
"17481","11207 UPTON DR","R038",10372.42,"KENSINGTON","20895","MD",1
"17482","20509 ASPENWOOD LN","R042",5304.69,"MONTGOMERY VILLA","20886","MD",35
"17483","12805 PARKLAND DR","R038",5256.1,"ROCKVILLE","20853","MD",60
"17484","11001 CEDARWOOD DR","R025",9547.66,"ROCKVILLE","20852","MD",5
"17485","17808 TOBOGGAN LN","R042",14542.6,"ROCKVILLE","20855","MD",1
"17486","2704 ASHMONT TER","R042",4103.91,"SILVER SPRING","20906","MD",3
"17487","4005 QUEEN MARY DR","R042",7011.05,"OLNEY","20832","MD",1
"17488","19516 TIBER CT","R042",5120.14,"MONTGOMERY VILLA","20886","MD",1
"17489","8424 BELLS RIDGE TER","R053",9381.88,"POTOMAC","20854","MD",3
"17490","3008 WEISMAN RD","R038",4504.4,"SILVER SPRING","20902","MD",9
"17491","12115 FOLEY ST","R038",5393.84,"SILVER SPRING","20902","MD",3
"17492","1810 LOCUST GROVE RD","R038",5683.06,"SILVER SPRING","20910","MD",2
"17493","3031 MEDWAY ST","R038",4275.41,"SILVER SPRING","20902","MD",1
"17494","3531 EDWIN ST","R038",3616.32,"SILVER SPRING","20902","MD",1
"17495","13148 DIAMOND HILL DR","R042",4739.93,"GERMANTOWN","20874","MD",3
"17496","18305 FOUNTAIN GROVE WAY","R042",9305.51,"OLNEY","20832","MD",1
"17497","3704 OLD BALTIMORE DR","R042",6677.7,"OLNEY","20832","MD",8
"17498","14322 YOSEMITE CT","R038",7082.63,"ROCKVILLE","20853","MD",2
"17499","10423 HUNTLEY AVE","R038",5182.84,"SILVER SPRING","20902","MD",1
"17500","10410 HAYES AVE","R038",7255.2,"SILVER SPRING","20902","MD",3
"17501","13048 OPEN HEARTH WAY","R042",3867.13,"GERMANTOWN","20874","MD",1
"17502","10500 APPLE RIDGE RD","R042",3628.46,"GAITHERSBURG","20886","MD",1
"17503","8810 STONEHAVEN CT","R053",8384.93,"POTOMAC","20854","MD",1
"17504","900 HYDE RD","R038",5208.49,"SILVER SPRING","20902","MD",2
"17505","9115 SEPTEMBER LN","R038",3816.46,"SILVER SPRING","20901","MD",1
"17506","14615 CLAUDE LN","R042",7598.04,"SILVER SPRING","20905","MD",1
"17507","8101 WISCONSIN AVE","R076",49815.27,"BETHESDA","20814","MD",6
"17508","14618 KINDERHOOK TER","R042",3778.1,"BURTONSVILLE MD","20866","MD",6
"17509","23029 BIRCH MEAD RD","R042",6858.44,"CLARKSBURG","20871","MD",17
"17510","11601 SHENOROCK ST","R053",9107.88,"GAITHERSBURG","20878","MD",1560
"17511","2 COUNTRY CREEK CT","R053",10327.01,"NORTH POTOMAC","20878","MD",1
"17512","12109 PIKEVIEW TER","R042",3414.32,"GERMANTOWN","20874","MD",1
"17513","14146 TRAVILAH RD","R053",4911.28,"ROCKVILLE","20850","MD",16
"17514","14100 TRAVILAH RD","R053",10781.81,"ROCKVILLE","20850","MD",9
"17515","14418 BEL PRE DR","R042",3502.2,"SILVER SPRING","20906","MD",2
"17516","14402 BEL PRE DR","R042",3109.28,"SILVER SPRING","20906","MD",1
"17517","2405 BEL PRE RD","R042",3144.54,"SILVER SPRING","20906","MD",1
"17518","14420 BEL PRE DR","R042",3211.34,"SILVER SPRING","20906","MD",1
"17519","1205 GRESHAM RD","R042",6157.67,"SILVER SPRING","20904","MD",3
"17520","14319 BEL PRE DR","R042",3109.28,"SILVER SPRING","20906","MD",1
"17521","14329 BEL PRE DR","R042",3172.19,"SILVER SPRING","20906","MD",3
"17522","14367 BEL PRE DR","R042",3109.28,"SILVER SPRING","20906","MD",2
"17523","2411 BEL PRE RD","R042",3245.09,"SILVER SPRING","20906","MD",1
"17524","14404 BEL PRE DR","R042",3376.71,"SILVER SPRING","20906","MD",1
"17525","14331 BEL PRE DR","R042",3109.28,"SILVER SPRING","20906","MD",1
"17526","14412 BEL PRE DR","R042",3502.2,"SILVER SPRING","20906","MD",1
"17527","12906 TAMARACK RD","R042",5740.62,"SILVER SPRING","20904","MD",2
"17528","14400 BEL PRE DR","R042",3172.19,"SILVER SPRING","20906","MD",1
"17529","14357 BEL PRE DR","R042",3172.19,"SILVER SPRING","20906","MD",6
"17530","14333 BEL PRE DR","R042",3109.28,"SILVER SPRING","20906","MD",1
"17531","14363 BEL PRE DR","R042",3351.38,"SILVER SPRING","20906","MD",1
"17532","2007 FLINT HILL RD","R042",6887.54,"SILVER SPRING","20906","MD",2
"17533","14347 BEL PRE DR","R042",3172.19,"SILVER SPRING","20906","MD",4
"17534","14436 BEL PRE RD","R042",3257.76,"SILVER SPRING","20906","MD",1
"17535","8300 COLESVILLE RD","R086",192425.85,"SILVER SPRING","20910","MD",2
"17536","8300 COLESVILLE RD","R086",79288.45,"SILVER SPRING","20910","MD",2
"17537","737 EASLEY ST","R038",7543.9,"SILVER SPRING","20910","MD",1
"17538","405 SILVER SPRING AVE","R038",5723.85,"SILVER SPRING","20910","MD",1
"17539","9515 DALLAS AVE","R038",11988.36,"SILVER SPRING","20901","MD",5
"17540","14416 BEL PRE DR","R042",3519.85,"SILVER SPRING","20906","MD",1
"17541","14406 BEL PRE DR","R042",3207.13,"SILVER SPRING","20906","MD",1
"17542","14410 BEL PRE DR","R042",3172.19,"SILVER SPRING","20906","MD",1
"17543","14414 BEL PRE DR","R042",3146.83,"SILVER SPRING","20906","MD",1
"17544","10713 LESTER ST","R038",4230.51,"SILVER SPRING","20902","MD",1
"17545","14365 BEL PRE DR","R042",3514.1,"SILVER SPRING","20906","MD",1
"17546","9014 CLEWERWALL DR","R042",9531.44,"BETHESDA","20817","MD",1
"17547","16760 OAKMONT AVE","R042",60244.19,"GAITHERSBURG","20877","MD",4
"17548","14900 SPRINGFIELD RD","R053",7264.47,"GERMANTOWN","20874","MD",7
"17549","9928 TAMBAY CT","R042",3395.14,"GAITHERSBURG","20886","MD",8
"17550","2 DUMFRIES CT","R042",4328,"OLNEY","20832","MD",8
"17551","17831 SHOTLEY BRIDGE PL","R042",5052.87,"OLNEY","20832","MD",2
"17552","17930 DUMFRIES CIR","R042",5773.33,"OLNEY","20832","MD",1
"17553","17842 SHOTLEY BRIDGE PL","R042",5093.17,"OLNEY","20832","MD",1
"17554","4815 RIM ROCK RD","R038",8998.24,"ROCKVILLE","20853","MD",6
"17555","4002 JEFFRY ST","R038",5160.53,"SILVER SPRING","20906","MD",13
"17556","9106 SEPTEMBER LN","R038",4699.44,"SILVER SPRING","20901","MD",1
"17557","12910 TAMARACK RD","R042",5990.44,"SILVER SPRING","20904","MD",25
"17558","9100 SEPTEMBER LN","R038",3824.52,"SILVER SPRING","20901","MD",1
"17559","10113 DICKENS AVE","R038",16762.68,"BETHESDA","20814","MD",8
"17560","20608 CLARKSBURG RD","R042",5674.02,"BOYDS","20841","MD",3
"17561","1 SWAN STREAM CT","R042",5176.91,"GAITHERSBURG","20877","MD",2
"17562","8906 ALBERT STEWART LN","R038",5444.1,"SILVER SPRING","20910","MD",1
"17563","8902 ALBERT STEWART LN","R038",5623.36,"SILVER SPRING","20910","MD",1
"17564","14405 BONIFANT PARK PL","R042",8603.29,"SILVER SPRING","20906","MD",1
"17565","12816 SAGE TER","R042",3474.19,"GERMANTOWN","20874","MD",1
"17566","12812 SAGE TER","R042",3641.5,"GERMANTOWN","20874","MD",5
"17567","12823 SAGE TER","R042",3176.41,"GERMANTOWN","20874","MD",1
"17568","6000 BRYN MAWR AVE","R030",13414.7,"GLEN ECHO","20812","MD",7
"17569","9813 KENDALE RD","R042",10856.96,"ROCKVILLE","20854","MD",18
"17570","5002 RANDOLPH RD","R038",6020.37,"ROCKVILLE","20852","MD",9
"17571","15940 INDIAN HILLS TER","R053",5066.68,"ROCKVILLE","20855","MD",19
"17572","14004 TRAVILAH RD","R053",4839.26,"ROCKVILLE","20850","MD",3
"17573","3708 FAIRLY ST","R038",5625.98,"SILVER SPRING","20906","MD",12
"17574","1512 HANBY ST","R038",4840.55,"SILVER SPRING","20902","MD",1
"17575","104 1ST AVE","R074",6871.18,"TAKOMA PARK","20912","MD",1
"17576","2827 DUVALL RD","R042",11003.12,"BURTONSVILLE","20866","MD",4
"17577","24321 RIDGE RD","R042",6345.69,"DAMASCUS","20872","MD",3
"17578","24105 WELSH RD","R042",4725.28,"GAITHERSBURG","20882","MD",1
"17579","13961 LULLABY RD","R042",5661.85,"GERMANTOWN","20874","MD",9
"17580","13002 SHADYSIDE LN","R042",3081.42,"GERMANTOWN","20874","MD",10
"17581","3102 EDGEWOOD RD","R038",5158.6,"KENSINGTON","20895","MD",1
"17582","19009 STEDWICK DR","R042",4245.51,"MONTGOMERY VILLA","20886","MD",1
"17583","4317 ASPEN HILL RD","R038",5704.65,"ROCKVILLE","20853","MD",1
"17584","4415 ASPEN HILL RD","R038",5926.07,"ROCKVILLE","20853","MD",1
"17585","4307 ASPEN HILL RD","R038",5754.14,"ROCKVILLE","20853","MD",1
"17586","14900 BRISTOL HILL LN","R042",5703.03,"SILVER SPRING","20906","MD",1
"17587","8115 ROANOKE AVE","R074",6014.98,"TAKOMA PARK","20912","MD",7
"17588","409 6TH AVE","R044",3704.64,"WASHINGTON GROVE","20880","MD",16
"17589","4425 MUNCASTER MILL RD","R042",4237.04,"ROCKVILLE","20853","MD",16
"17590","1400 STATESIDE DR","R038",5404.96,"SILVER SPRING","20903","MD",1
"17591","11322 NEWPORT MILL RD","R038",5535.04,"SILVER SPRING","20902","MD",1
"17592","2719 ASHMONT TER","R042",4014.5,"SILVER SPRING","20906","MD",1
"17593","4227 EAST WEST HWY","R038",8715.45,"CHEVY CHASE","20814","MD",12
"17594","8708 JEFFERSON ST","R038",10359.73,"BETHESDA","20817","MD",1
"17595","10006 DICKENS AVE","R038",16964.16,"BETHESDA","20814","MD",22
"17596","10123 SHELLDRAKE CIR","R042",3429.67,"DAMASCUS","20872","MD",12
"17597","13 JEREMY CT","R042",5990.83,"DERWOOD","20855","MD",30
"17598","7440 CINNABAR TER","R042",5688.06,"GAITHERSBURG","20879","MD",4
"17599","13137 DIAMOND HILL DR","R042",5005.67,"GERMANTOWN","20874","MD",1
"17600","4352 SKYMIST TER","R042",6597.13,"OLNEY","20832","MD",5
"17601","18012 BILNEY DR","R042",7198.42,"OLNEY","20832","MD",6
"17602","9225 WOODEN BRIDGE RD","R053",11419.49,"POTOMAC","20854","MD",8
"17603","11710 SMOKETREE RD","R053",14660.42,"POTOMAC","20854","MD",3
"17604","11757 LAKE POTOMAC DR","R053",24430.53,"ROCKVILLE","20854","MD",2
"17605","14734 POMMEL DR","R053",8710.75,"ROCKVILLE","20850","MD",3
"17606","1336 CAVENDISH DR","R042",5990.46,"SILVER SPRING","20905","MD",1
"17607","1325 CAVENDISH DR","R042",5868.79,"SILVER SPRING","20905","MD",1
"17608","902 WINHALL WAY","R042",6766.73,"SILVER SPRING","20904","MD",10
"17609","14516 CARONA DR","R042",6517.68,"SILVER SPRING","20905","MD",4
"17610","1712 LADD ST","R038",2402.56,"SILVER SPRING","20902","MD",4
"17611","13617 MIDDLEVALE LN","R038",6803.97,"SILVER SPRING","20906","MD",1
"17612","23341 ARORA HILLS DR","R042",6767.51,"CLARKSBURG","20871","MD",1
"17613","27015 LONG CORNER RD","R042",5039.21,"DAMASCUS","20872","MD",1
"17614","7562 ELIOAK TER","R042",4405.11,"GAITHERSBURG","20879","MD",2
"17615","7558 ELIOAK TER","R042",4224.38,"GAITHERSBURG","20879","MD",8
"17616","15520 JONES LN","R053",8068.01,"GAITHERSBURG","20878","MD",1
"17617","18635 NUTMEG PL","R042",3164.52,"GERMANTOWN","20874","MD",12
"17618","20110 SEABREEZE CT","R042",5286.56,"GERMANTOWN","20874","MD",2
"17619","18537 TARRAGON WAY","R042",3529.44,"GERMANTOWN","20874","MD",3
"17620","18136 DARNELL DR","R042",7651.24,"OLNEY","20832","MD",2
"17621","14204 GREENSPAN LN","R038",721.86,"ROCKVILLE","20853","MD",1
"17622","12051 MILTON ST","R038",3852.32,"SILVER SPRING","20902","MD",3
"17623","109 CLAYBROOK DR","R038",5756.09,"SILVER SPRING","20902","MD",6
"17624","12803 CONNECTICUT AVE","R038",5416.08,"SILVER SPRING","20906","MD",1
"17625","7529 LAYTONIA DR","R042",2872.49,"GAITHERSBURG","20877","MD",2
"17626","18621 GLEN WILLOW WAY","R042",4074.74,"GERMANTOWN","20874","MD",1
"17627","7885 HEATHERTON LN","R053",7007.62,"ROCKVILLE","20854","MD",4
"17628","12203 HUNTERS LN","R038",5993.22,"ROCKVILLE","20852","MD",6
"17629","802 GREGORIO DR","R038",5061.89,"SILVER SPRING","20901","MD",4
"17630","12912 ACORN HOLLOW LN","R038",5026.6,"SILVER SPRING","20906","MD",6
"17631","12150 GEORGIA AVE","R038",5037.73,"SILVER SPRING","20902","MD",2
"17632","14615 MONMOUTH DR","R042",3747.9,"BURTONSVILLE","20866","MD",12
"17633","19938 SPUR HILL DR","R042",4370.59,"GAITHERSBURG","20886","MD",4
"17634","20027 LUMARYN PL","R042",3989.54,"MONTGOMERY VILLA","20886","MD",3
"17635","8830 THOMAS LEA TER","R042",4557.46,"GAITHERSBURG","20886","MD",4
"17636","8830 THOMAS LEA TER","R042",0,"GAITHERSBURG","20886","MD",4
"17637","18202 FIFESHIRE DR","R042",2981.87,"MONTGOMERY VILLA","20886","MD",2
"17638","12029 SMOKETREE RD","R053",9099.83,"ROCKVILLE","20854","MD",2
"17639","13106 VENETIAN RD","R042",6805.48,"SILVER SPRING","20904","MD",72
"17640","7318 ARROWOOD RD","R038",434.59,"BETHESDA","20817","MD",45
"17641","10 FAITH CT","R042",5344.96,"DAMASCUS","20872","MD",1
"17642","14917 CARRIAGE SQUARE DR","R042",4440.44,"SILVER SPRING","20906","MD",4
"17643","3010 MEDWAY ST","R038",4708.88,"SILVER SPRING","20902","MD",5
"17644","18601 MUSTARD SEED CT","R042",3735.53,"GERMANTOWN","20874","MD",11
"17645","18618 GLEN WILLOW WAY","R042",3915.12,"GERMANTOWN","20874","MD",17
"17646","9823 BROOKRIDGE CT","R042",3028.27,"MONTGOMERY VILLA","20886","MD",8
"17647","20012 HOB HILL WAY","R042",4467.67,"GAITHERSBURG","20886","MD",3
"17648","4815 ASPEN HILL RD","R038",6151.99,"ROCKVILLE","20853","MD",1
"17649","1305 CADDINGTON AVE","R038",6766.07,"SILVER SPRING","20901","MD",4
"17650","13304 HATHAWAY DR","R038",6818.27,"SILVER SPRING","20906","MD",1
"17651","1 WYOMING CT","R038",14273.81,"BETHESDA","20816","MD",3
"17652","7003 MEADOW LN","R021",16206.14,"CHEVY CHASE","20815","MD",1
"17653","20022 HOFFSTEAD LN","R042",4017.95,"GAITHERSBURG","20879","MD",10
"17654","20605 PANTHERS RIDGE WAY","R042",4539.43,"GERMANTOWN","20876","MD",22
"17655","7206 POMANDER LN","R038",13411.94,"CHEVY CHASE","20815","MD",1
"17656","9615 BRASSIE WAY","R042",3133.81,"MONTGOMERY VILLA","20886","MD",11
"17657","9204 FROSTBURG WAY","R042",3668.36,"MONTGOMERY VILLA","20886","MD",6
"17658","20011 SPUR HILL DR","R042",4013.72,"MONTGOMERY VILLA","20886","MD",1
"17659","9359 BREMERTON WAY","R042",4130.39,"MONTGOMERY VILLA","20886","MD",4
"17660","2346 COLD MEADOW WAY","R042",5395.16,"SILVER SPRING","20906","MD",1
"17661","10209 LORAIN AVE","R038",5883.15,"SILVER SPRING","20901","MD",7
"17662","10196 SHELLDRAKE CIR","R042",3704.81,"DAMASCUS","20872","MD",1
"17663","11604 DRUMCASTLE TER","R042",3889.76,"GERMANTOWN","20876","MD",2
"17664","11408 EMPIRE LN","R025",9090.3,"ROCKVILLE","20852","MD",3
"17665","1304 HARDING LN","R042",5099.2,"SILVER SPRING","20905","MD",2
"17666","1321 CAVENDISH DR","R042",5825.44,"SILVER SPRING","20905","MD",1
"17667","7531 WEATHERBY DR","R042",4194.84,"ROCKVILLE","20855","MD",2
"17668","14824 DUFIEF DR","R053",7628.59,"N POTOMAC","20878","MD",9
"17669","17716 LONGDRAFT RD","R042",6626.19,"GAITHERSBURG","20878","MD",4
"17670","21 CROSS COUNTRY CT","R042",3741.28,"GAITHERSBURG","20879","MD",1
"17671","5014 DRUID DR","R038",6946.86,"KENSINGTON","20895","MD",8
"17672","11324 NEWPORT MILL RD","R038",5386.54,"SILVER SPRING","20902","MD",4
"17673","3931 WENDY LN","R038",6261.46,"SILVER SPRING","20906","MD",4
"17674","8413 10TH AVE","R038",4501.3,"SILVER SPRING","20903","MD",1
"17675","1011 OSAGE ST","R038",3696.92,"SILVER SPRING","20903","MD",2
"17676","808 STONINGTON RD","R038",8617.85,"SILVER SPRING","20902","MD",2
"17677","1100 PARRS RIDGE DR","R042",15919.47,"SPENCERVILLE","20868","MD",2
"17678","9013 SUDBURY RD","R038",7508.21,"SILVER SPRING","20901","MD",4
"17679","2431 HENSLOWE DR","R050",10153.73,"ROCKVILLE","20854","MD",1
"17680","14422 BEL PRE DR","R042",3181.78,"SILVER SPRING","20906","MD",1
"17681","7711 DWIGHT DR","R042",11076.43,"BETHESDA","20817","MD",4
"17682","4306 ASPEN HILL RD","R038",5444.1,"ROCKVILLE","20853","MD",1
"17683","109 INDIAN SPRING DR","R038",2484.29,"SILVER SPRING","20901","MD",4
"17684","10322 CASTLEHEDGE TER","R038",5344.5,"SILVER SPRING","20902","MD",1
"17685","8412 11TH AVE","R038",4617.55,"SILVER SPRING","20903","MD",1
"17686","9556 MELROSE SQUARE WAY","R042",4158.39,"GAITHERSBURG","20882","MD",1
"17687","3720 NIMITZ RD","R038",5179.48,"KENSINGTON","20895","MD",6
"17688","4409 HALLET ST","R038",4750.72,"ROCKVILLE","20853","MD",3
"17689","4120 NORBECK RD","R042",7200.64,"ROCKVILLE","20853","MD",1
"17690","13103 WILTON OAKS DR","R038",5650.53,"SILVER SPRING","20906","MD",1
"17691","13206 LUTES DR","R038",9189.62,"SILVER SPRING","20906","MD",1
"17692","13105 IDEAL DR","R038",6025.46,"SILVER SPRING","20906","MD",1
"17693","13116 EWOOD LN","R038",5272.09,"SILVER SPRING","20906","MD",4
"17694","8709 READING RD","R038",6122.16,"SILVER SPRING","20901","MD",3
"17695","3400 FARTHING DR","R038",5137.52,"SILVER SPRING","20906","MD",1
"17696","12705 FELDON ST","R038",5788.32,"SILVER SPRING","20906","MD",2
"17697","18908 LIBERTY MILL RD","R042",9282.39,"GERMANTOWN","20874","MD",2
"17698","3440 TANTERRA CIR","R042",6102.88,"BROOKEVILLE","20833","MD",1
"17699","3601 JONES BRIDGE RD","R024",13955.52,"CHEVY CHASE","20815","MD",7
"17700","1010 QUINCE ORCHARD RD","R042",6817.17,"GAITHERSBURG","20878","MD",4
"17701","19825 BRAMBLE BUSH DR","R042",5461.68,"GAITHERSBURG","20879","MD",2
"17702","28 NATIVE DANCER CT","R053",3972.38,"GAITHERSBURG","20878","MD",1
"17703","10311 SUMMIT AVE","R027",11314.12,"KENSINGTON","20895","MD",2
"17704","9226 CHADBURN PL","R042",3084.69,"MONTGOMERY VILLA","20886","MD",54
"17705","19324 OLNEY MILL RD","R042",5944.78,"OLNEY","20832","MD",3
"17706","4605 OLDEN RD","R038",5678.99,"ROCKVILLE","20852","MD",6
"17707","13910 DOWLAIS DR","R038",5796.37,"ROCKVILLE","20853","MD",2
"17708","10403 GEORGIA AVE","R038",4825.9,"SILVER SPRING","20902","MD",1
"17709","9 MANORVALE CT","R038",6393.83,"ROCKVILLE","20853","MD",19
"17710","20520 LOWFIELD DR","R042",3164.9,"GERMANTOWN","20874","MD",2
"17711","4800 MERCURY DR","R038",5476.32,"ROCKVILLE","20853","MD",3
