"","address","TAX.CLASS","TOTAL","CITY","Zip.Code","STATE","Violation_Count","Longitude","Latitude"
"21498","21 CROSSWOOD CT","R042",3715.18,"BURTONSVILLE","20866","MD",2,-76.92324323,39.09612343
"21499","12160 SUFFOLK TER","R042",5477,"GAITHERSBURG","20878","MD",9,-77.25190112,39.13266148
"21500","12920 TOURMALINE TER","R042",4412,"SILVER SPRING","20904","MD",5,-76.97478444,39.06771723
"21501","7104 CENTRAL AVE","R074",9678.37,"TAKOMA PARK","20912","MD",2,-76.99172226,38.98157268
"21502","4904 BLUEBONNET CT","R042",10974.37,"ROCKVILLE","20853","MD",5,-77.09777104,39.1021573
"21503","601 GIST AVE","R038",5768.25,"SILVER SPRING","20910","MD",1,-77.01385795,38.98607487
"21504","7205 TRESCOTT AVE","R074",10806.05,"TAKOMA PARK","20912","MD",2,-76.99472916,38.98208075
"21505","8313 FLOWER AVE","R038",5107.94,"TAKOMA PARK","20912","MD",2,-77.00217724,38.99276767
"21506","19322 MOON RIDGE DR","R042",6282.07,"GAITHERSBURG","20876","MD",1,-77.23415093,39.17470364
"21507","12112 SUNNYVIEW DR","R042",5214.03,"GERMANTOWN","20876","MD",1,-77.2512375,39.18998618
"21508","10427 KARDWRIGHT CT","R042",4307.83,"GAITHERSBURG","20886","MD",1,-77.21562904,39.1698876
"21509","8600 ZETTS AVE","R053",4736.18,"GAITHERSBURG","20877","MD",2,-77.17779031,39.1207056
"21510","13818 MARIANNA DR","R038",5209.65,"ROCKVILLE","20853","MD",1,-77.09078664,39.08301645
"21511","1410 DILSTON RD","R038",5320.17,"SILVER SPRING","20903","MD",6,-76.98354681,39.01358022
"21512","7557 SPRING LAKE DR","R042",2920.95,"BETHESDA","20817","MD",52,-77.15336929,39.02754483
"21513","7557 SPRING LAKE DR","R042",2920.95,"BETHESDA","20817","MD",52,-77.15336929,39.02754483
"21514","7557 SPRING LAKE DR","R042",2940.14,"BETHESDA","20817","MD",52,-77.15336929,39.02754483
"21515","7557 SPRING LAKE DR","R042",2940.14,"BETHESDA","20817","MD",52,-77.15336929,39.02754483
"21516","19401 POINSETTA CT","R042",5606.97,"GAITHERSBURG","20879","MD",50,-77.1879975,39.1736876
"21517","17639 CHARITY LN","R042",10005.47,"GERMANTOWN","20874","MD",5,-77.28759961,39.15033674
"21518","602 THAYER AVE","R038",12977.23,"SILVER SPRING","20910","MD",5,-77.01764171,38.99320474
"21519","10030 REDDICK DR","R038",5942.64,"SILVER SPRING","20901","MD",2,-77.02851086,39.01977614
"21520","14132 BEAR CREEK DR","R064",10284.47,"BOYDS","20841","MD",7,-77.29223904,39.1612603
"21521","9 FIFESHIRE CT","R042",3696.74,"MONTGOMERY VILLA","20886","MD",1,-77.19393917,39.15476239
"21522","4005 FERRARA DR","R038",5155.16,"SILVER SPRING","20906","MD",1,-77.07816346,39.05254775
"21523","12719 HAWKSHEAD TER","R042",3996.43,"SILVER SPRING","20904","MD",2,-76.95334098,39.06496501
"21524","49 STONEY POINT CT","R042",3263.55,"GERMANTOWN","20876","MD",4,-77.2364224,39.18247681
"21525","4908 STICKLEY RD","R038",6361.61,"ROCKVILLE","20852","MD",20,-77.09868737,39.05643097
"21526","808 GABEL ST","R038",5458.3,"SILVER SPRING","20901","MD",9,-77.02395133,39.03332235
"21527","6716 RENITA LN","R038",8572.73,"BETHESDA","20817","MD",2,-77.13452548,39.0147034
"21528","7109 MEADOW LN","R021",15782.51,"CHEVY CHASE","20815","MD",1,-77.08082246,38.98120944
"21529","19323 CHURUBUSCO LN","R042",3661.06,"GERMANTOWN","20874","MD",3,-77.25205257,39.17241798
"21530","44 CALABASH CT","R053",7258.3,"ROCKVILLE","20850","MD",1,-77.21180941,39.08639541
"21531","907 BRIGGS CHANEY RD","R042",5552.61,"SILVER SPRING","20905","MD",1,-76.99362019,39.1066095
"21532","905 BRIGGS CHANEY RD","R042",6026.03,"SILVER SPRING","20905","MD",1,-76.99366511,39.10662653
"21533","14411 QUINCE ORCHARD RD","R053",7217.93,"GAITHERSBURG","20878","MD",5,-77.25035339,39.08865885
"21534","5939 VALERIAN LN","R025",8730.31,"ROCKVILLE","20852","MD",29,-77.11984992,39.03172673
"21535","409 E WAYNE AVE","R038",6282.16,"SILVER SPRING","20901","MD",1,-77.00194006,39.00374134
"21536","5901 MASSACHUSETTS AVE","R038",12347.34,"BETHESDA","20816","MD",14,-77.11924615,38.962207
"21537","20244 SHIPLEY TER","R042",2641.49,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21538","20244 SHIPLEY TER","R042",2641.49,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21539","20244 SHIPLEY TER","R042",2641.49,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21540","20244 SHIPLEY TER","R042",2641.49,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21541","20244 SHIPLEY TER","R042",2507.19,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21542","20244 SHIPLEY TER","R042",2507.19,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21543","20244 SHIPLEY TER","R042",2507.19,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21544","20244 SHIPLEY TER","R042",2507.19,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21545","20244 SHIPLEY TER","R042",2737.43,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21546","20244 SHIPLEY TER","R042",2737.43,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21547","20244 SHIPLEY TER","R042",2737.43,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21548","20244 SHIPLEY TER","R042",2737.43,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21549","20244 SHIPLEY TER","R042",2353.69,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21550","20244 SHIPLEY TER","R042",2353.69,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21551","20244 SHIPLEY TER","R042",2353.69,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21552","20244 SHIPLEY TER","R042",2353.69,"GERMANTOWN","20874","MD",12,-77.27521158,39.18777601
"21553","15441 REPRISE TER","R053",4155.7,"ROCKVILLE","20850","MD",2,-77.21019889,39.11191515
"21554","13401 KEATING ST","R038",5248.01,"ROCKVILLE","20853","MD",1,-77.08980265,39.07599933
"21555","4607 ADRIAN ST","R038",5093.04,"ROCKVILLE","20853","MD",3,-77.09159639,39.06219709
"21556","6208 CHARNWOOD DR","R038",10880.1,"ROCKVILLE","20852","MD",2,-77.13132671,39.03274822
"21557","1207 APPLEBY DR","R042",5299.72,"SILVER SPRING","20904","MD",1,-76.98774004,39.07258639
"21558","18730 PIER POINT PL","R042",3724.77,"GAITHERSBURG","20886","MD",6,-77.19845597,39.16163252
"21559","11442 STEWART LN","R042",4435.08,"SILVER SPRING","20904","MD",42,-76.98172986,39.04545972
"21560","2205 DENNIS AVE","R038",5347.4,"SILVER SPRING","20902","MD",12,-77.04731838,39.02495439
"21561","9105 WOODLAND DR","R038",12398.51,"SILVER SPRING","20910","MD",1,-77.03557166,39.00526082
"21562","8130 DAMASCUS RD","R042",9154.24,"GAITHERSBURG","20882","MD",11,-77.16773094,39.27845605
"21563","45 OSWEGO AVE","R074",7632.06,"SILVER SPRING","20910","MD",10,-77.00908669,38.98514346
"21564","9915 SUTHERLAND RD","R038",6621.78,"SILVER SPRING","20901","MD",1,-77.01684905,39.01734456
"21565","9907 SUTHERLAND RD","R038",6226.91,"SILVER SPRING","20901","MD",1,-77.01701655,39.0172073
"21566","1814 SANFORD RD","R038",5566.13,"SILVER SPRING","20902","MD",13,-77.0400038,39.01811713
"21567","6812 WESTMORELAND AVE","R074",7076.18,"TAKOMA PARK","20912","MD",8,-77.00895523,38.97220844
"21568","9653 MARSTON LN","R042",3227.82,"MONTGOMERY VILLA","20886","MD",12,-77.19736992,39.17401263
"21569","3705 STONEY CASTLE ST","R042",6789.32,"OLNEY","20832","MD",10,-77.07308834,39.16728007
"21570","13103 HALLET CT","R038",4622.97,"ROCKVILLE","20853","MD",1,-77.08871262,39.07185359
"21571","9709 LORAIN AVE","R038",6423.45,"SILVER SPRING","20901","MD",27,-77.01962919,39.01521854
"21572","1370 LAMBERTON DR","R038",37444.23,"SILVER SPRING","20902","MD",1,-77.02958536,39.04084783
"21573","12202 CHARLES RD","R038",4360.83,"SILVER SPRING","20906","MD",1,-77.08650966,39.05494034
"21574","2102 CARRIAGE SQUARE PL","R042",3996.05,"SILVER SPRING","20906","MD",3,-77.04515621,39.0983404
"21575","6100 WALHONDING RD","R038",12638.64,"BETHESDA","20816","MD",2,-77.12364266,38.9631794
"21576","13421 WHITECHURCH CIR","R042",3852.17,"GERMANTOWN","20874","MD",6,-77.27337779,39.19371872
"21577","12230 KENDALL ST","R038",4343.61,"SILVER SPRING","20902","MD",3,-77.06115523,39.05663666
"21578","8805 N WESTLAND DR","R042",6625.91,"GAITHERSBURG","20877","MD",4,-77.17926725,39.13173832
"21579","11223 MINSTREL TUNE DR","R042",6594.06,"GERMANTOWN","20876","MD",1,-77.23240002,39.18090539
"21580","7804 MILLER FALL RD","R042",5687.67,"DERWOOD","20855","MD",3,-77.15939576,39.14226923
"21581","17709 STRILEY DR","R042",7458.01,"ASHTON","20861","MD",9,-76.99097478,39.14599331
"21582","19960 DREXEL HILL CIR","R042",3717.08,"GAITHERSBURG","20886","MD",1,-77.18060413,39.18452775
"21583","2306 GREENERY LN","R038",2155.65,"SILVER SPRING","20906","MD",132,-77.04893809,39.06159404
"21584","2306 GREENERY LN","R038",2155.65,"SILVER SPRING","20906","MD",132,-77.04893809,39.06159404
"21585","2306 GREENERY LN","R038",2155.65,"SILVER SPRING","20906","MD",132,-77.04893809,39.06159404
"21586","2306 GREENERY LN","R038",2040.53,"SILVER SPRING","20906","MD",132,-77.04893809,39.06159404
"21587","2306 GREENERY LN","R038",2040.53,"SILVER SPRING","20906","MD",132,-77.04893809,39.06159404
"21588","2306 GREENERY LN","R038",2040.53,"SILVER SPRING","20906","MD",132,-77.04893809,39.06159404
"21589","2306 GREENERY LN","R038",1971.46,"SILVER SPRING","20906","MD",132,-77.04893809,39.06159404
"21590","2306 GREENERY LN","R038",1971.46,"SILVER SPRING","20906","MD",132,-77.04893809,39.06159404
"21591","2306 GREENERY LN","R038",1971.46,"SILVER SPRING","20906","MD",132,-77.04893809,39.06159404
"21592","2805 HOMECREST CIR","R042",5752.89,"SILVER SPRING","20906","MD",1,-77.05882806,39.1002156
"21593","12828 MIDDLEVALE LN","R038",6843.18,"SILVER SPRING","20906","MD",1,-77.04066819,39.06651386
"21594","2317 BRIGGS RD","R038",5596.85,"SILVER SPRING","20906","MD",1,-77.04999987,39.06923738
"21595","9705 FOREST GROVE DR","R038",8028.55,"SILVER SPRING","20910","MD",3,-77.03956174,39.01452388
"21596","15224 BAILEYS LN","R042",7474.35,"SILVER SPRING","20906","MD",1,-77.06163178,39.11166383
"21597","8215 FLOWER AVE","R038",5650.16,"TAKOMA PARK","20912","MD",63,-77.00211251,38.99195085
"21598","901 MAPLEWOOD AVE","R038",206.11,"TAKOMA PARK","20912","MD",10,-76.99986429,38.98840989
"21599","19427 BRASSIE PL","R042",1910.4,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21600","19427 BRASSIE PL","R042",1910.4,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21601","19427 BRASSIE PL","R042",1910.4,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21602","19427 BRASSIE PL","R042",1910.4,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21603","19427 BRASSIE PL","R042",1910.4,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21604","19427 BRASSIE PL","R042",1910.4,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21605","19427 BRASSIE PL","R042",1910.4,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21606","19427 BRASSIE PL","R042",1910.4,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21607","19427 BRASSIE PL","R042",1680.16,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21608","19427 BRASSIE PL","R042",1680.16,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21609","19427 BRASSIE PL","R042",1680.16,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21610","19427 BRASSIE PL","R042",1680.16,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21611","19427 BRASSIE PL","R042",1680.16,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21612","19427 BRASSIE PL","R042",1680.16,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21613","19427 BRASSIE PL","R042",1680.16,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21614","19427 BRASSIE PL","R042",1680.16,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21615","19427 BRASSIE PL","R042",1373.17,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21616","19427 BRASSIE PL","R042",1373.17,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21617","19427 BRASSIE PL","R042",1373.17,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21618","19427 BRASSIE PL","R042",1373.17,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21619","19427 BRASSIE PL","R042",1373.17,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21620","19427 BRASSIE PL","R042",1373.17,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21621","19427 BRASSIE PL","R042",1373.17,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21622","19427 BRASSIE PL","R042",1373.17,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21623","19427 BRASSIE PL","R042",1362.42,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21624","19427 BRASSIE PL","R042",1362.42,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21625","19427 BRASSIE PL","R042",1362.42,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21626","19427 BRASSIE PL","R042",1362.42,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21627","19427 BRASSIE PL","R042",1362.42,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21628","19427 BRASSIE PL","R042",1362.42,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21629","19427 BRASSIE PL","R042",1362.42,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21630","19427 BRASSIE PL","R042",1362.42,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21631","19427 BRASSIE PL","R042",1338.64,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21632","19427 BRASSIE PL","R042",1338.64,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21633","19427 BRASSIE PL","R042",1338.64,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21634","19427 BRASSIE PL","R042",1338.64,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21635","19427 BRASSIE PL","R042",1338.64,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21636","19427 BRASSIE PL","R042",1338.64,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21637","19427 BRASSIE PL","R042",1338.64,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21638","19427 BRASSIE PL","R042",1338.64,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21639","19427 BRASSIE PL","R042",1238.87,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21640","19427 BRASSIE PL","R042",1238.87,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21641","19427 BRASSIE PL","R042",1238.87,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21642","19427 BRASSIE PL","R042",1238.87,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21643","19427 BRASSIE PL","R042",1238.87,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21644","19427 BRASSIE PL","R042",1238.87,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21645","19427 BRASSIE PL","R042",1238.87,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21646","19427 BRASSIE PL","R042",1238.87,"GAITHERSBURG","20886","MD",27,-77.2005042,39.17474171
"21647","19427 BRASSIE PL","R042",1680.16,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21648","19427 BRASSIE PL","R042",1680.16,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21649","19427 BRASSIE PL","R042",1680.16,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21650","19427 BRASSIE PL","R042",1680.16,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21651","19427 BRASSIE PL","R042",1680.16,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21652","19427 BRASSIE PL","R042",1680.16,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21653","19427 BRASSIE PL","R042",1680.16,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21654","19427 BRASSIE PL","R042",1680.16,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21655","19427 BRASSIE PL","R042",1238.87,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21656","19427 BRASSIE PL","R042",1238.87,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21657","19427 BRASSIE PL","R042",1238.87,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21658","19427 BRASSIE PL","R042",1238.87,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21659","19427 BRASSIE PL","R042",1238.87,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21660","19427 BRASSIE PL","R042",1238.87,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21661","19427 BRASSIE PL","R042",1238.87,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21662","19427 BRASSIE PL","R042",1238.87,"MONTGOMERY VILLA","20886","MD",27,-77.2005042,39.17474171
"21663","2911 HEWITT AVE","R038",5125.78,"SILVER SPRING","20906","MD",13,-77.05957073,39.0805024
"21664","2201 SPENCERVILLE RD","R042",8999.97,"SPENCERVILLE","20868","MD",1,-76.96650566,39.11645543
"21665","17801 NEW HAMPSHIRE AVE","R042",5084.63,"ASHTON","20861","MD",1,-77.01107199,39.14792579
"21666","12421 FOUNTAIN DR","R042",4293.58,"CLARKSBURG","20871","MD",2,-77.25698405,39.24640032
"21667","18720 NEW HAMPSHIRE AVE","R042",575.67,"ASHTON","20861","MD",3,-77.01532917,39.16393199
"21668","11204 ASHLEY DR","R038",4116.83,"ROCKVILLE","20852","MD",166,-77.09475049,39.04138424
"21669","2104 CARRIAGE SQUARE PL","R042",4223.22,"SILVER SPRING","20906","MD",2,-77.0451703,39.09834345
"21670","12611 MISTY MEADOW PL","R042",3661.43,"GERMANTOWN","20874","MD",1,-77.26066251,39.16943225
"21671","19224 MISTY MEADOW TER","R042",3175.26,"GERMANTOWN","20874","MD",3,-77.26045804,39.17005825
"21672","17504 GEORGIA AVE","R042",4508.99,"OLNEY","20832","MD",12,-77.06770307,39.1428655
"21673","407 E WAYNE AVE","R038",6388.09,"SILVER SPRING","20901","MD",1,-77.0019759,39.00372513
"21674","917 BENSON TER","R038",6522.79,"SILVER SPRING","20901","MD",34,-77.02527159,39.02909441
"21675","31 WILLOW SPRING CT","R042",3501.43,"GERMANTOWN","20874","MD",12,-77.25900608,39.16864003
"21676","19120 PARTRIDGE WOOD DR","R042",3377.9,"GERMANTOWN","20874","MD",1,-77.25719303,39.16763065
"21677","19113 PARTRIDGE WOOD DR","R042",3979.18,"GERMANTOWN","20874","MD",1,-77.25716574,39.16712961
"21678","19134 PARTRIDGE WOOD DR","R042",3748.17,"GERMANTOWN","20874","MD",1,-77.25693417,39.16758133
"21679","4625 GLASGOW DR","R038",5432.96,"ROCKVILLE","20853","MD",1,-77.093346,39.07109319
"21680","18136 COACHMANS RD","R042",7698.83,"GERMANTOWN","20874","MD",18,-77.28737482,39.15704176
"21681","19463 RAYFIELD DR","R042",5447.72,"GERMANTOWN","20874","MD",12,-77.28653852,39.17577137
"21682","13110 DIAMOND HILL DR","R042",5219.98,"GERMANTOWN","20874","MD",6,-77.27342281,39.19557883
"21683","13912 COACHMANS CIR","R042",7216.48,"GERMANTOWN","20874","MD",4,-77.28813223,39.15519178
"21684","11517 MAPLEVIEW DR","R038",6010.49,"SILVER SPRING","20902","MD",14,-77.07336063,39.04574916
"21685","13654 CEDAR CREEK LN","R042",4161.84,"SILVER SPRING","20904","MD",2,-76.97315957,39.0800184
"21686","12624 EPPING RD","R038",6273.96,"SILVER SPRING","20906","MD",2,-77.06045073,39.06212854
"21687","10430 JULEP AVE","R038",6327.84,"SILVER SPRING","20902","MD",1,-77.0346814,39.02689083
"21688","9007 LOUIS AVE","R038",7024.7,"SILVER SPRING","20910","MD",5,-77.04642301,39.00353127
"21689","10414 JULEP AVE","R038",4714.24,"SILVER SPRING","20902","MD",1,-77.03466695,39.02648358
"21690","1225 CROCKETT LN","R042",6998.87,"SILVER SPRING","20904","MD",1,-76.986067,39.0818476
"21691","18905 MUNCASTER RD","R042",5974.37,"ROCKVILLE","20855","MD",5,-77.11808016,39.16566421
"21692","12 HICKORY HILL CT","R038",4795.77,"SILVER SPRING","20906","MD",6,-77.04108343,39.07329802
"21693","17902 COTTONWOOD TER","R042",3946.55,"GAITHERSBURG","20877","MD",17,-77.16480222,39.14874954
"21694","13023 THYME CT","R042",3224.76,"GERMANTOWN","20874","MD",1,-77.2694242,39.16327287
"21695","9703 SAXONY RD","R038",7926.09,"SILVER SPRING","20910","MD",27,-77.03791405,39.0142423
"21696","4403 WALSH ST","R021",21410.86,"CHEVY CHASE","20815","MD",1,-77.08741101,38.97980087
"21697","23720 PLEASANT VIEW LN","R042",4165.95,"GAITHERSBURG","20882","MD",12,-77.19272144,39.24615815
"21698","1023 MONDRIAN TER","R042",4552.46,"SILVER SPRING","20904","MD",3,-76.99088954,39.07218651
"21699","11 MAPLEWOOD PARK CT","R038",9475.94,"BETHESDA","20814","MD",1,-77.11312063,39.01494262
"21700","14304 ASHLEIGH GREENE RD","R064",7735.02,"BOYDS","20841","MD",4,-77.30176925,39.15924029
"21701","17613 BUEHLER RD","R042",5569.11,"OLNEY","20832","MD",2,-77.06254145,39.1447862
"21702","3850 BEL PRE RD","R038",1455.84,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21703","3850 BEL PRE RD","R038",1455.84,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21704","3850 BEL PRE RD","R038",1455.84,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21705","3850 BEL PRE RD","R038",1455.84,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21706","3850 BEL PRE RD","R038",1455.84,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21707","3850 BEL PRE RD","R038",2319.24,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21708","3850 BEL PRE RD","R038",2319.24,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21709","3850 BEL PRE RD","R038",2319.24,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21710","3850 BEL PRE RD","R038",2319.24,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21711","3850 BEL PRE RD","R038",2319.24,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21712","3850 BEL PRE RD","R038",1398.28,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21713","3850 BEL PRE RD","R038",1398.28,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21714","3850 BEL PRE RD","R038",1398.28,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21715","3850 BEL PRE RD","R038",1398.28,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21716","3850 BEL PRE RD","R038",1398.28,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21717","3850 BEL PRE RD","R038",1801.2,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21718","3850 BEL PRE RD","R038",1801.2,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21719","3850 BEL PRE RD","R038",1801.2,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21720","3850 BEL PRE RD","R038",1801.2,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21721","3850 BEL PRE RD","R038",1801.2,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21722","3850 BEL PRE RD","R038",2204.12,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21723","3850 BEL PRE RD","R038",2204.12,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21724","3850 BEL PRE RD","R038",2204.12,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21725","3850 BEL PRE RD","R038",2204.12,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21726","3850 BEL PRE RD","R038",2204.12,"SILVER SPRING","20906","MD",403,-77.07527862,39.09352825
"21727","7825 STRATFORD RD","R038",16078.88,"BETHESDA","20814","MD",1,-77.10847189,38.98769178
"21728","2609 WEISMAN RD","R038",7213.37,"SILVER SPRING","20902","MD",3,-77.05419658,39.0540043
"21729","9418 COLESVILLE RD","R038",6308.66,"SILVER SPRING","20901","MD",1,-77.01796079,39.00976811
"21730","10155 NIGHTINGALE ST","R042",6376.75,"GAITHERSBURG","20882","MD",1,-77.20959908,39.25905869
"21731","12815 CALDWELL ST","R038",5377.73,"ROCKVILLE","20853","MD",1,-77.09142574,39.06578076
"21732","14314 GAINES AVE","R038",6331.29,"ROCKVILLE","20853","MD",2,-77.08837519,39.09008186
"21733","18713 HERITAGE HILLS DR","R042",6396.44,"BROOKEVILLE","20833","MD",3,-77.0712226,39.16433385
"21734","23223 ARORA HILLS DR","R042",447.42,"CLARKSBURG","20871","MD",19,-77.2449287,39.23530317
"21735","25912 LA SALLE CT","R042",5131.34,"DAMASCUS","20872","MD",2,-77.20389447,39.28168492
"21736","10121 ORMOND RD","R042",13981.45,"ROCKVILLE","20854","MD",1,-77.20282807,39.02169771
"21737","10026 BANNER COUNTRY CT","R042",8397.91,"GAITHERSBURG","20882","MD",3,-77.2076689,39.23325081
"21738","18902 FERRY LANDING CIR","R042",3886.32,"GERMANTOWN","20874","MD",3,-77.25197078,39.16573089
"21739","20223 LAUREL HILL WAY","R042",3859.08,"GERMANTOWN","20874","MD",3,-77.28234344,39.18736576
"21740","18627 SAGE WAY","R042",3431.19,"GERMANTOWN","20874","MD",7,-77.26566074,39.16111472
"21741","9307 BATHGATE CT","R042",3622.71,"GAITHERSBURG","20886","MD",3,-77.19157574,39.19294447
"21742","9775 LAKE SHORE DR","R042",3782.73,"GAITHERSBURG","20886","MD",1,-77.19905479,39.16096861
"21743","9817 BROOKRIDGE CT","R042",3101.2,"MONTGOMERY VILLA","20886","MD",1,-77.20293311,39.18848498
"21744","9841 SAILFISH TER","R042",3437.74,"MONTGOMERY VILLA","20886","MD",1,-77.19967863,39.16206744
"21745","9827 BROOKRIDGE CT","R042",2981.5,"GAITHERSBURG","20886","MD",1,-77.20291606,39.18848549
